,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,date,hour,year,month,day
44,1,0,0,1,10.66,11.365,44,22.0028,11,20,2011-01-02,21,2011.0,1.0,2.0
45,1,0,0,1,9.84,10.605,44,19.9995,0,9,2011-01-02,22,2011.0,1.0,2.0
46,1,0,0,1,9.02,11.365,47,11.0014,0,8,2011-01-02,23,2011.0,1.0,2.0
47,1,0,1,1,9.02,9.85,44,23.9994,0,5,2011-01-03,0,2011.0,1.0,3.0
48,1,0,1,1,8.2,8.335,44,27.9993,0,2,2011-01-03,1,2011.0,1.0,3.0
49,1,0,1,1,6.56,6.82,47,26.0027,0,1,2011-01-03,4,2011.0,1.0,3.0
50,1,0,1,1,6.56,6.82,47,19.0012,0,3,2011-01-03,5,2011.0,1.0,3.0
51,1,0,1,1,5.74,5.305,50,26.0027,0,30,2011-01-03,6,2011.0,1.0,3.0
52,1,0,1,1,5.74,6.82,50,12.998,1,63,2011-01-03,7,2011.0,1.0,3.0
53,1,0,1,1,5.74,6.06,50,19.0012,1,153,2011-01-03,8,2011.0,1.0,3.0
54,1,0,1,1,6.56,6.82,43,26.0027,7,81,2011-01-03,9,2011.0,1.0,3.0
55,1,0,1,1,7.38,8.335,43,16.9979,11,33,2011-01-03,10,2011.0,1.0,3.0
56,1,0,1,1,8.2,9.09,40,22.0028,10,41,2011-01-03,11,2011.0,1.0,3.0
57,1,0,1,1,9.02,10.605,35,19.9995,13,48,2011-01-03,12,2011.0,1.0,3.0
58,1,0,1,1,9.84,10.605,35,19.0012,8,53,2011-01-03,13,2011.0,1.0,3.0
59,1,0,1,1,10.66,12.12,30,19.0012,11,66,2011-01-03,14,2011.0,1.0,3.0
60,1,0,1,1,10.66,12.12,30,16.9979,14,58,2011-01-03,15,2011.0,1.0,3.0
61,1,0,1,1,10.66,12.12,30,16.9979,9,67,2011-01-03,16,2011.0,1.0,3.0
62,1,0,1,1,9.84,11.365,30,15.0013,11,146,2011-01-03,17,2011.0,1.0,3.0
63,1,0,1,1,9.84,12.88,32,7.0015,9,148,2011-01-03,18,2011.0,1.0,3.0
64,1,0,1,1,8.2,12.88,47,0.0,8,102,2011-01-03,19,2011.0,1.0,3.0
65,1,0,1,1,8.2,11.365,47,7.0015,3,49,2011-01-03,20,2011.0,1.0,3.0
66,1,0,1,1,7.38,9.85,64,8.9981,3,49,2011-01-03,21,2011.0,1.0,3.0
67,1,0,1,1,5.74,7.575,69,8.9981,0,20,2011-01-03,22,2011.0,1.0,3.0
68,1,0,1,1,7.38,10.605,55,7.0015,1,11,2011-01-03,23,2011.0,1.0,3.0
69,1,0,1,1,6.56,9.09,55,7.0015,0,5,2011-01-04,0,2011.0,1.0,4.0
70,1,0,1,1,6.56,9.09,59,7.0015,0,2,2011-01-04,1,2011.0,1.0,4.0
71,1,0,1,1,5.74,7.575,63,8.9981,0,1,2011-01-04,2,2011.0,1.0,4.0
72,1,0,1,1,5.74,9.09,63,6.0032,0,2,2011-01-04,4,2011.0,1.0,4.0
73,1,0,1,1,4.92,7.575,68,7.0015,0,4,2011-01-04,5,2011.0,1.0,4.0
74,1,0,1,1,4.92,7.575,74,7.0015,0,36,2011-01-04,6,2011.0,1.0,4.0
75,1,0,1,1,4.92,7.575,74,8.9981,2,92,2011-01-04,7,2011.0,1.0,4.0
76,1,0,1,1,5.74,7.575,69,11.0014,2,177,2011-01-04,8,2011.0,1.0,4.0
77,1,0,1,1,6.56,7.575,64,15.0013,2,98,2011-01-04,9,2011.0,1.0,4.0
78,1,0,1,2,6.56,6.82,69,22.0028,5,37,2011-01-04,10,2011.0,1.0,4.0
79,1,0,1,1,9.02,10.605,51,19.9995,7,50,2011-01-04,11,2011.0,1.0,4.0
80,1,0,1,1,9.02,11.365,51,11.0014,12,66,2011-01-04,12,2011.0,1.0,4.0
81,1,0,1,1,9.84,11.365,56,12.998,18,79,2011-01-04,13,2011.0,1.0,4.0
82,1,0,1,1,10.66,12.88,52,15.0013,9,54,2011-01-04,14,2011.0,1.0,4.0
83,1,0,1,1,11.48,13.635,52,16.9979,17,48,2011-01-04,15,2011.0,1.0,4.0
84,1,0,1,1,12.3,14.395,49,16.9979,15,68,2011-01-04,16,2011.0,1.0,4.0
85,1,0,1,1,11.48,13.635,48,15.0013,10,202,2011-01-04,17,2011.0,1.0,4.0
86,1,0,1,1,10.66,12.88,48,12.998,3,179,2011-01-04,18,2011.0,1.0,4.0
87,1,0,1,1,9.84,12.88,48,7.0015,2,110,2011-01-04,19,2011.0,1.0,4.0
88,1,0,1,1,9.84,12.88,48,7.0015,1,53,2011-01-04,20,2011.0,1.0,4.0
89,1,0,1,1,9.02,13.635,64,0.0,0,48,2011-01-04,21,2011.0,1.0,4.0
90,1,0,1,1,9.02,12.88,64,6.0032,1,34,2011-01-04,22,2011.0,1.0,4.0
91,1,0,1,1,8.2,11.365,69,6.0032,2,9,2011-01-04,23,2011.0,1.0,4.0
92,1,0,1,1,8.2,12.88,64,0.0,0,6,2011-01-05,0,2011.0,1.0,5.0
93,1,0,1,1,6.56,9.85,74,6.0032,0,6,2011-01-05,1,2011.0,1.0,5.0
94,1,0,1,1,6.56,9.85,74,6.0032,0,2,2011-01-05,2,2011.0,1.0,5.0
95,1,0,1,1,9.84,11.365,48,15.0013,0,2,2011-01-05,4,2011.0,1.0,5.0
96,1,0,1,1,9.02,11.365,47,11.0014,0,3,2011-01-05,5,2011.0,1.0,5.0
97,1,0,1,1,8.2,9.85,47,15.0013,0,33,2011-01-05,6,2011.0,1.0,5.0
98,1,0,1,1,7.38,9.09,43,12.998,1,87,2011-01-05,7,2011.0,1.0,5.0
99,1,0,1,1,8.2,9.09,40,19.9995,3,192,2011-01-05,8,2011.0,1.0,5.0
100,1,0,1,1,9.02,9.85,37,22.0028,6,109,2011-01-05,9,2011.0,1.0,5.0
101,1,0,1,1,9.02,9.85,37,22.0028,4,53,2011-01-05,10,2011.0,1.0,5.0
102,1,0,1,1,10.66,11.365,33,22.0028,12,34,2011-01-05,11,2011.0,1.0,5.0
103,1,0,1,1,10.66,11.365,33,22.0028,5,74,2011-01-05,12,2011.0,1.0,5.0
104,1,0,1,1,11.48,12.88,30,19.9995,6,65,2011-01-05,13,2011.0,1.0,5.0
105,1,0,1,1,12.3,14.395,28,12.998,10,52,2011-01-05,14,2011.0,1.0,5.0
106,1,0,1,1,12.3,14.395,28,12.998,7,55,2011-01-05,15,2011.0,1.0,5.0
107,1,0,1,1,12.3,15.91,28,6.0032,4,85,2011-01-05,16,2011.0,1.0,5.0
108,1,0,1,1,9.84,11.365,38,12.998,4,186,2011-01-05,17,2011.0,1.0,5.0
109,1,0,1,1,9.84,12.12,38,8.9981,3,166,2011-01-05,18,2011.0,1.0,5.0
110,1,0,1,1,9.84,12.88,38,7.0015,5,127,2011-01-05,19,2011.0,1.0,5.0
111,1,0,1,1,9.02,11.365,47,11.0014,7,82,2011-01-05,20,2011.0,1.0,5.0
112,1,0,1,1,8.2,9.85,51,12.998,3,40,2011-01-05,21,2011.0,1.0,5.0
113,1,0,1,1,7.38,9.85,55,8.9981,1,41,2011-01-05,22,2011.0,1.0,5.0
114,1,0,1,1,8.2,12.88,47,0.0,1,18,2011-01-05,23,2011.0,1.0,5.0
115,1,0,1,1,7.38,12.12,55,0.0,0,11,2011-01-06,0,2011.0,1.0,6.0
116,1,0,1,1,6.56,11.365,64,0.0,0,4,2011-01-06,1,2011.0,1.0,6.0
117,1,0,1,1,6.56,11.365,64,0.0,0,2,2011-01-06,2,2011.0,1.0,6.0
118,1,0,1,2,6.56,9.85,64,6.0032,0,1,2011-01-06,4,2011.0,1.0,6.0
119,1,0,1,2,5.74,9.09,69,6.0032,0,4,2011-01-06,5,2011.0,1.0,6.0
120,1,0,1,2,5.74,8.335,63,7.0015,0,36,2011-01-06,6,2011.0,1.0,6.0
121,1,0,1,2,6.56,11.365,59,0.0,0,95,2011-01-06,7,2011.0,1.0,6.0
122,1,0,1,1,6.56,11.365,59,0.0,3,216,2011-01-06,8,2011.0,1.0,6.0
123,1,0,1,2,7.38,12.12,51,0.0,6,116,2011-01-06,9,2011.0,1.0,6.0
124,1,0,1,1,8.2,12.88,47,0.0,3,42,2011-01-06,10,2011.0,1.0,6.0
125,1,0,1,1,9.02,12.88,44,6.0032,2,57,2011-01-06,11,2011.0,1.0,6.0
126,1,0,1,1,10.66,14.395,35,0.0,6,78,2011-01-06,12,2011.0,1.0,6.0
127,1,0,1,1,10.66,13.635,35,7.0015,12,55,2011-01-06,13,2011.0,1.0,6.0
128,1,0,1,1,11.48,13.635,36,11.0014,11,59,2011-01-06,14,2011.0,1.0,6.0
129,1,0,1,1,11.48,13.635,36,0.0,8,54,2011-01-06,15,2011.0,1.0,6.0
130,1,0,1,1,10.66,12.88,38,11.0014,12,74,2011-01-06,16,2011.0,1.0,6.0
131,1,0,1,1,9.02,11.365,51,11.0014,9,163,2011-01-06,17,2011.0,1.0,6.0
132,1,0,1,1,9.02,11.365,51,8.9981,5,158,2011-01-06,18,2011.0,1.0,6.0
133,1,0,1,1,9.02,12.88,55,6.0032,3,109,2011-01-06,19,2011.0,1.0,6.0
134,1,0,1,1,8.2,10.605,51,11.0014,3,66,2011-01-06,20,2011.0,1.0,6.0
135,1,0,1,2,9.02,10.605,55,15.0013,0,48,2011-01-06,21,2011.0,1.0,6.0
136,1,0,1,2,9.02,10.605,51,19.0012,1,51,2011-01-06,22,2011.0,1.0,6.0
137,1,0,1,2,8.2,9.85,59,12.998,4,19,2011-01-06,23,2011.0,1.0,6.0
138,1,0,1,2,8.2,9.85,64,12.998,4,13,2011-01-07,0,2011.0,1.0,7.0
139,1,0,1,2,8.2,9.85,69,15.0013,2,5,2011-01-07,1,2011.0,1.0,7.0
140,1,0,1,2,8.2,9.85,69,15.0013,0,1,2011-01-07,2,2011.0,1.0,7.0
141,1,0,1,2,8.2,10.605,69,8.9981,0,1,2011-01-07,4,2011.0,1.0,7.0
142,1,0,1,3,9.02,13.635,55,0.0,0,5,2011-01-07,5,2011.0,1.0,7.0
143,1,0,1,2,8.2,12.88,69,0.0,8,26,2011-01-07,6,2011.0,1.0,7.0
144,1,0,1,1,8.2,10.605,69,8.9981,8,76,2011-01-07,7,2011.0,1.0,7.0
145,1,0,1,1,8.2,9.85,51,16.9979,20,190,2011-01-07,8,2011.0,1.0,7.0
146,1,0,1,1,8.2,9.09,47,19.9995,9,125,2011-01-07,9,2011.0,1.0,7.0
147,1,0,1,1,9.02,9.85,37,22.0028,16,47,2011-01-07,10,2011.0,1.0,7.0
148,1,0,1,2,8.2,9.85,40,15.0013,19,48,2011-01-07,11,2011.0,1.0,7.0
149,1,0,1,2,8.2,9.85,37,16.9979,9,50,2011-01-07,12,2011.0,1.0,7.0
150,1,0,1,2,8.2,9.09,37,19.0012,9,64,2011-01-07,13,2011.0,1.0,7.0
151,1,0,1,2,8.2,9.85,40,16.9979,7,43,2011-01-07,14,2011.0,1.0,7.0
152,1,0,1,2,8.2,10.605,37,11.0014,9,63,2011-01-07,15,2011.0,1.0,7.0
153,1,0,1,2,8.2,10.605,37,11.0014,5,82,2011-01-07,16,2011.0,1.0,7.0
154,1,0,1,2,8.2,12.88,37,0.0,9,178,2011-01-07,17,2011.0,1.0,7.0
155,1,0,1,1,8.2,11.365,40,6.0032,7,116,2011-01-07,18,2011.0,1.0,7.0
156,1,0,1,1,6.56,9.85,55,6.0032,3,92,2011-01-07,19,2011.0,1.0,7.0
157,1,0,1,1,7.38,10.605,47,7.0015,1,50,2011-01-07,20,2011.0,1.0,7.0
158,1,0,1,1,7.38,9.85,47,8.9981,0,39,2011-01-07,21,2011.0,1.0,7.0
159,1,0,1,2,7.38,9.85,43,11.0014,2,34,2011-01-07,22,2011.0,1.0,7.0
160,1,0,1,2,7.38,9.85,51,11.0014,1,14,2011-01-07,23,2011.0,1.0,7.0
161,1,0,0,2,7.38,9.85,51,11.0014,1,24,2011-01-08,0,2011.0,1.0,8.0
162,1,0,0,2,7.38,10.605,55,6.0032,1,15,2011-01-08,1,2011.0,1.0,8.0
163,1,0,0,2,7.38,12.12,55,0.0,3,13,2011-01-08,2,2011.0,1.0,8.0
164,1,0,0,3,7.38,9.85,55,11.0014,0,7,2011-01-08,3,2011.0,1.0,8.0
165,1,0,0,3,7.38,9.85,55,11.0014,0,1,2011-01-08,4,2011.0,1.0,8.0
166,1,0,0,2,6.56,8.335,74,11.0014,0,5,2011-01-08,5,2011.0,1.0,8.0
167,1,0,0,2,6.56,8.335,74,11.0014,0,2,2011-01-08,6,2011.0,1.0,8.0
168,1,0,0,2,6.56,9.09,74,7.0015,1,8,2011-01-08,7,2011.0,1.0,8.0
169,1,0,0,3,6.56,9.09,93,7.0015,0,15,2011-01-08,8,2011.0,1.0,8.0
170,1,0,0,3,6.56,9.09,93,7.0015,0,20,2011-01-08,9,2011.0,1.0,8.0
171,1,0,0,2,7.38,9.85,80,11.0014,5,56,2011-01-08,10,2011.0,1.0,8.0
172,1,0,0,2,8.2,9.09,69,26.0027,2,60,2011-01-08,11,2011.0,1.0,8.0
173,1,0,0,2,8.2,9.09,59,23.9994,8,90,2011-01-08,12,2011.0,1.0,8.0
174,1,0,0,1,8.2,9.09,44,22.0028,7,95,2011-01-08,13,2011.0,1.0,8.0
175,1,0,0,1,8.2,8.335,32,32.9975,12,83,2011-01-08,14,2011.0,1.0,8.0
176,1,0,0,1,8.2,8.335,32,30.0026,5,69,2011-01-08,15,2011.0,1.0,8.0
177,1,0,0,1,7.38,6.82,29,30.0026,8,68,2011-01-08,16,2011.0,1.0,8.0
178,1,0,0,1,6.56,6.06,37,36.9974,5,64,2011-01-08,17,2011.0,1.0,8.0
179,1,0,0,1,5.74,6.06,39,19.9995,3,52,2011-01-08,18,2011.0,1.0,8.0
180,1,0,0,1,5.74,6.06,36,16.9979,4,26,2011-01-08,19,2011.0,1.0,8.0
181,1,0,0,1,4.92,6.06,36,16.9979,0,28,2011-01-08,20,2011.0,1.0,8.0
182,1,0,0,1,4.92,5.305,39,23.9994,2,35,2011-01-08,21,2011.0,1.0,8.0
183,1,0,0,1,4.92,5.305,36,26.0027,1,33,2011-01-08,22,2011.0,1.0,8.0
184,1,0,0,1,4.1,3.03,39,30.0026,0,22,2011-01-08,23,2011.0,1.0,8.0
185,1,0,0,1,4.1,3.79,42,26.0027,1,24,2011-01-09,0,2011.0,1.0,9.0
186,1,0,0,1,4.1,3.03,42,31.0009,0,12,2011-01-09,1,2011.0,1.0,9.0
187,1,0,0,1,4.1,3.03,46,31.0009,0,11,2011-01-09,2,2011.0,1.0,9.0
188,1,0,0,1,4.1,3.79,46,27.9993,0,4,2011-01-09,3,2011.0,1.0,9.0
189,1,0,0,1,3.28,4.545,53,12.998,0,1,2011-01-09,4,2011.0,1.0,9.0
190,1,0,0,1,3.28,4.545,53,12.998,0,1,2011-01-09,5,2011.0,1.0,9.0
191,1,0,0,1,4.1,4.545,49,19.0012,0,1,2011-01-09,6,2011.0,1.0,9.0
192,1,0,0,1,3.28,4.545,53,12.998,1,5,2011-01-09,7,2011.0,1.0,9.0
193,1,0,0,1,4.1,4.545,49,19.0012,0,10,2011-01-09,8,2011.0,1.0,9.0
194,1,0,0,1,4.92,3.79,46,35.0008,0,19,2011-01-09,9,2011.0,1.0,9.0
195,1,0,0,1,5.74,5.305,43,26.0027,0,49,2011-01-09,10,2011.0,1.0,9.0
196,1,0,0,1,6.56,6.06,40,35.0008,2,47,2011-01-09,11,2011.0,1.0,9.0
197,1,0,0,1,7.38,6.82,37,30.0026,4,79,2011-01-09,12,2011.0,1.0,9.0
198,1,0,0,1,8.2,8.335,34,30.0026,6,69,2011-01-09,13,2011.0,1.0,9.0
199,1,0,0,1,9.02,9.09,32,31.0009,8,64,2011-01-09,14,2011.0,1.0,9.0
200,1,0,0,1,9.02,9.85,35,23.9994,5,77,2011-01-09,15,2011.0,1.0,9.0
201,1,0,0,1,8.2,8.335,34,30.0026,13,79,2011-01-09,16,2011.0,1.0,9.0
202,1,0,0,1,7.38,7.575,37,26.0027,3,59,2011-01-09,17,2011.0,1.0,9.0
203,1,0,0,1,6.56,6.82,40,22.0028,4,44,2011-01-09,18,2011.0,1.0,9.0
204,1,0,0,1,6.56,6.82,43,22.0028,1,40,2011-01-09,19,2011.0,1.0,9.0
205,1,0,0,1,5.74,6.06,46,16.9979,0,38,2011-01-09,20,2011.0,1.0,9.0
206,1,0,0,1,5.74,5.305,46,27.9993,1,19,2011-01-09,21,2011.0,1.0,9.0
207,1,0,0,1,5.74,6.06,46,19.9995,5,10,2011-01-09,22,2011.0,1.0,9.0
208,1,0,0,1,4.92,6.82,50,12.998,0,6,2011-01-09,23,2011.0,1.0,9.0
209,1,0,1,1,4.92,6.06,50,19.0012,2,3,2011-01-10,0,2011.0,1.0,10.0
210,1,0,1,1,4.92,6.06,50,19.0012,1,0,2011-01-10,1,2011.0,1.0,10.0
211,1,0,1,1,4.92,6.06,50,15.0013,0,3,2011-01-10,2,2011.0,1.0,10.0
212,1,0,1,1,4.92,6.06,50,15.0013,0,1,2011-01-10,3,2011.0,1.0,10.0
213,1,0,1,1,4.1,6.06,54,8.9981,1,2,2011-01-10,4,2011.0,1.0,10.0
214,1,0,1,1,4.1,5.305,54,16.9979,0,3,2011-01-10,5,2011.0,1.0,10.0
215,1,0,1,1,4.92,6.06,50,19.0012,0,31,2011-01-10,6,2011.0,1.0,10.0
216,1,0,1,1,4.92,6.06,50,15.0013,2,75,2011-01-10,7,2011.0,1.0,10.0
217,1,0,1,2,4.92,6.06,50,19.0012,4,184,2011-01-10,8,2011.0,1.0,10.0
218,1,0,1,2,5.74,6.06,50,16.9979,2,92,2011-01-10,9,2011.0,1.0,10.0
219,1,0,1,2,5.74,6.06,50,19.9995,0,31,2011-01-10,10,2011.0,1.0,10.0
220,1,0,1,2,6.56,6.82,47,19.0012,2,28,2011-01-10,11,2011.0,1.0,10.0
221,1,0,1,2,8.2,9.09,40,19.0012,5,47,2011-01-10,12,2011.0,1.0,10.0
222,1,0,1,2,8.2,9.09,40,19.0012,4,50,2011-01-10,13,2011.0,1.0,10.0
223,1,0,1,2,8.2,9.85,40,15.0013,0,47,2011-01-10,14,2011.0,1.0,10.0
224,1,0,1,2,8.2,9.85,40,15.0013,2,43,2011-01-10,15,2011.0,1.0,10.0
225,1,0,1,1,8.2,10.605,40,8.9981,4,70,2011-01-10,16,2011.0,1.0,10.0
226,1,0,1,1,8.2,11.365,40,7.0015,4,174,2011-01-10,17,2011.0,1.0,10.0
227,1,0,1,1,8.2,9.85,40,15.0013,1,154,2011-01-10,18,2011.0,1.0,10.0
228,1,0,1,1,6.56,8.335,47,11.0014,3,92,2011-01-10,19,2011.0,1.0,10.0
229,1,0,1,1,6.56,8.335,50,11.0014,1,73,2011-01-10,20,2011.0,1.0,10.0
230,1,0,1,1,5.74,6.82,59,12.998,1,37,2011-01-10,21,2011.0,1.0,10.0
231,1,0,1,1,5.74,7.575,59,11.0014,2,22,2011-01-10,22,2011.0,1.0,10.0
232,1,0,1,1,5.74,7.575,59,11.0014,0,18,2011-01-10,23,2011.0,1.0,10.0
233,1,0,1,1,5.74,8.335,59,7.0015,2,10,2011-01-11,0,2011.0,1.0,11.0
234,1,0,1,1,5.74,7.575,59,11.0014,0,3,2011-01-11,1,2011.0,1.0,11.0
235,1,0,1,2,6.56,7.575,55,12.998,0,3,2011-01-11,2,2011.0,1.0,11.0
236,1,0,1,2,6.56,9.09,55,8.9981,0,6,2011-01-11,5,2011.0,1.0,11.0
237,1,0,1,2,6.56,9.09,55,8.9981,0,27,2011-01-11,6,2011.0,1.0,11.0
238,1,0,1,2,6.56,11.365,55,0.0,2,97,2011-01-11,7,2011.0,1.0,11.0
239,1,0,1,2,7.38,10.605,51,6.0032,3,214,2011-01-11,8,2011.0,1.0,11.0
240,1,0,1,2,7.38,9.85,51,11.0014,3,127,2011-01-11,9,2011.0,1.0,11.0
241,1,0,1,2,8.2,10.605,51,11.0014,3,51,2011-01-11,10,2011.0,1.0,11.0
242,1,0,1,2,8.2,10.605,47,8.9981,4,31,2011-01-11,11,2011.0,1.0,11.0
243,1,0,1,2,8.2,11.365,51,7.0015,2,55,2011-01-11,12,2011.0,1.0,11.0
244,1,0,1,2,8.2,11.365,59,6.0032,6,46,2011-01-11,13,2011.0,1.0,11.0
245,1,0,1,2,8.2,11.365,59,6.0032,3,60,2011-01-11,14,2011.0,1.0,11.0
246,1,0,1,2,6.56,9.85,80,6.0032,2,45,2011-01-11,15,2011.0,1.0,11.0
247,1,0,1,2,6.56,7.575,86,15.0013,4,72,2011-01-11,16,2011.0,1.0,11.0
248,1,0,1,2,6.56,7.575,86,15.0013,6,130,2011-01-11,17,2011.0,1.0,11.0
249,1,0,1,3,6.56,9.09,93,7.0015,1,94,2011-01-11,18,2011.0,1.0,11.0
250,1,0,1,3,6.56,11.365,93,0.0,0,51,2011-01-11,19,2011.0,1.0,11.0
251,1,0,1,3,6.56,7.575,93,12.998,0,32,2011-01-11,20,2011.0,1.0,11.0
252,1,0,1,3,6.56,9.85,86,6.0032,0,20,2011-01-11,21,2011.0,1.0,11.0
253,1,0,1,3,6.56,9.09,93,7.0015,1,28,2011-01-11,22,2011.0,1.0,11.0
254,1,0,1,3,6.56,9.85,93,6.0032,1,18,2011-01-11,23,2011.0,1.0,11.0
255,1,0,1,2,6.56,9.85,86,6.0032,0,7,2011-01-12,0,2011.0,1.0,12.0
256,1,0,1,2,6.56,9.09,86,7.0015,0,6,2011-01-12,1,2011.0,1.0,12.0
257,1,0,1,1,5.74,7.575,86,8.9981,0,1,2011-01-12,2,2011.0,1.0,12.0
258,1,0,1,1,5.74,7.575,86,11.0014,0,5,2011-01-12,5,2011.0,1.0,12.0
259,1,0,1,1,4.92,7.575,93,8.9981,0,16,2011-01-12,6,2011.0,1.0,12.0
260,1,0,1,1,5.74,7.575,69,8.9981,0,54,2011-01-12,7,2011.0,1.0,12.0
261,1,0,1,1,6.56,8.335,59,11.0014,3,125,2011-01-12,8,2011.0,1.0,12.0
262,1,0,1,1,6.56,6.82,59,22.0028,3,78,2011-01-12,9,2011.0,1.0,12.0
263,1,0,1,1,7.38,9.09,55,15.0013,0,39,2011-01-12,10,2011.0,1.0,12.0
264,1,0,1,1,8.2,9.09,51,26.0027,3,32,2011-01-12,11,2011.0,1.0,12.0
265,1,0,1,1,8.2,7.575,47,39.0007,3,52,2011-01-12,12,2011.0,1.0,12.0
266,1,0,1,1,9.02,9.85,44,23.9994,0,49,2011-01-12,13,2011.0,1.0,12.0
267,1,0,1,1,8.2,9.09,47,22.0028,0,44,2011-01-12,14,2011.0,1.0,12.0
268,1,0,1,1,8.2,8.335,47,27.9993,1,48,2011-01-12,15,2011.0,1.0,12.0
269,1,0,1,1,9.02,9.85,44,22.0028,5,63,2011-01-12,16,2011.0,1.0,12.0
270,1,0,1,1,8.2,9.09,47,23.9994,0,139,2011-01-12,17,2011.0,1.0,12.0
271,1,0,1,1,8.2,7.575,47,35.0008,2,135,2011-01-12,18,2011.0,1.0,12.0
272,1,0,1,1,7.38,7.575,47,27.9993,1,82,2011-01-12,19,2011.0,1.0,12.0
